Page,Element,Status,Suggestion
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/videoGallery"">Video Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/pressReleaseList"">Press Release</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/pressKit"">Press Kit</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""#"">Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/basisInPage/21"">BASIS National ICT Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""http://outsourcingaward.basis.org.bd/"">BASIS Outsourcing Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/basisInPage/4"">Bangladesh Internet Week</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsA"" href=""#"">Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""http://www.softexpo.com.bd/"">BASIS SoftExpo</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://www.digitalworld.org.bd/"">Digital World</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""bigMenuItemDetailsAS bigMenuItemDetailsA"" href=""https://basis.org.bd/index.php/site/basisInPage/10"">BizTech</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a href=""https://basis.org.bd/index.php/authAPI/login"" id=""memberLogin"">Member Login <img height=""30"" src=""https://basis.org.bd/Assets/images/login.png""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""navbar-brand"" href=""https://basis.org.bd/index.php/site"">\n<img class=""d-inline-block align-top"" height=""30"" src=""https://basis.org.bd/Assets/images/logo.png""/>\n</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""https://basis.org.bd/index.php/site/about"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tAbout BASIS\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/about"">About BASIS</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/mission"">Mission</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/vision"">Vision</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/coreValues"">Core Values</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/31"">Executive Council (EC)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/16"">Previous ECs</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""#"">Committees &amp; Forums</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/17"">Standing Committee(s)</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/19"">Forums/Focus Groups</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/18"">Board Sub-Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/32"">Advisory Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/33"">Other Committees</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/13"">BASIS E-Commerce Alliance</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""http://studentsforum.basis.org.bd/"">BASIS Students Forum</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/14"">BASIS Womens Forum</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/aboutPage/20"">BASIS Secretariat</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""http://www.onebangladesh.com.bd/"">One Bangladesh</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""http://www.bangladeshnext.com.bd/"">Bangladesh Next</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""http://www.basis.org.bd/index.php/site/memberPage/3"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tMembership\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberPage/3"">Membership Process</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""#"">Services for Members</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberPage/9"">General Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/memberpanel"">Member Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""http://basis.eserve.org.bd/"">Non-member Services</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberPage/11"">Code of Conduct</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/memberList"">Member List</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""https://basis.org.bd/index.php/site/annualReport"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tResources\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/knowledgePage/1"">About Bangladesh ICT Sector</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/publications"">Publications</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/circulars"">Circulars</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/gazettes"">Gazettes</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/annualReport"">Annual Reports</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""https://basis.org.bd/index.php/site/currentNews"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tMedia Center\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/currentNews"">Current News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/events"">Upcoming Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/wNewsList"">Industry News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""#"">BASIS Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/photoGallery"">Photo Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/videoGallery"">Video Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/pressReleaseList"">Press Release</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/pressKit"">Press Kit</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a aria-expanded=""false"" aria-haspopup=""true"" class=""nav-link dropdown-toggle smallMenuPA"" data-toggle=""dropdown"" href=""http://www.basis.org.bd/index.php/site/basisInPage/13"" id=""navbarAbout"" role=""button"">\r\n\t\t\t\t\t\t\t\t\tOur Initiatives\r\n\t\t\t\t\t\t\t\t</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""#"">Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/21"">BASIS National ICT Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""http://outsourcingaward.basis.org.bd/"">BASIS Outsourcing Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/4"">Bangladesh Internet Week</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""#"">Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""http://www.softexpo.com.bd/"">BASIS SoftExpo</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://www.digitalworld.org.bd/"">Digital World</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""dropdown-item"" href=""https://basis.org.bd/index.php/site/basisInPage/10"">BizTech</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""nav-link tcrNI"" href=""https://basis.org.bd/index.php/memberpanel/login"">Member Login <img height=""30"" src=""https://basis.org.bd/Assets/images/login.png""/></a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""innerPageMenuA active"" href=""https://basis.org.bd/index.php/site/currentNews"">Current News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/wNewsList"">Industry News</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/pressReleaseList"">Press Release</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/events"">Upcoming Events</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/newsletters"">Newsletters</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/photoGallery"">Photo Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/videoGallery"">Video Gallery</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""innerPageMenuA "" href=""https://basis.org.bd/index.php/site/pressKit"">Press Kit</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/401"">NASA Space Apps Challenge 2018: 2 Bangladeshi Projects Clinched to Top 4</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/401"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/400"">BASIS Felicitates it\'s Adviser Abdullah H. Kafi for getting ASOCIO Honorary Award </a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/400"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/397"">NASA Space Apps Challenge 2018: Grand Award Ceremony</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/397"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/399"">APICTA Awards: 2018  Including 1 Champion Award Bangladesh has won 6 Awards</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/399"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/398"">20 Years Celebration of BASIS Kicks Off with Youth Fest</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/398"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/396"">BASIS National ICT Awards 2018: Award Ceremony</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/396"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/395"">Press Conference on BASIS Member Companies Office Space in Non-Commercial Area</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/395"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/394"">BASIS Students Forum Initiative Dhaka University Career Fest Kicks Off</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/394"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/393"">BASIS Football World Cup Mania 2018: App Contest Prize Giving Ceremony</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/393"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/392"">Breakfast Meeting Held Between BASIS EC-Standing Committee Chairman\'s, Focus Groups &amp; Forum\'s Conveners </a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/392"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/389"">BASIS-Business Automation One Stop Service MoU Signed</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/389"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/391"">BASIS-SSL Wireless Limited Agreement Signed</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tdn tcr fwb titleSizeST"" href=""https://basis.org.bd/index.php/site/news/391"">[Read More]</a>'",Ok,None
b'https://basis.org.bd/index.php/site/currentNews',"b'<a class=""tcb titleSizeS"" href=""https://basis.org.bd/index.php/site/news/390"">BASIS-Systech Digital Limited Contract Signed </a>'",Ok,None
